phase,train_fraction,method,queue_run,severity,corruption,it_total_ood_auroc,it_epistemic_ood_auroc,it_aleatoric_ood_auroc
scarce-10pct,0.1,ddu,5w1yjrmj,3,jpeg,0.635395,0.500000,0.635395
scarce-10pct,0.1,ddu,5w1yjrmj,3,motion_blur,0.688791,0.500000,0.688791
scarce-10pct,0.1,ddu,5w1yjrmj,3,pixelate,0.623829,0.500000,0.623829
scarce-10pct,0.1,ddu,5w1yjrmj,3,shot_noise,0.678389,0.500000,0.678389
scarce-10pct,0.1,ddu,5w1yjrmj,3,snow,0.646781,0.500000,0.646781
scarce-10pct,0.1,ddu,5w1yjrmj,3,zoom_blur,0.675063,0.500000,0.675063
scarce-10pct,0.1,ddu,5w1yjrmj,4,brightness,0.542006,0.500000,0.542006
scarce-10pct,0.1,ddu,5w1yjrmj,4,contrast,0.725237,0.500000,0.725237
scarce-10pct,0.1,ddu,5w1yjrmj,4,defocus_blur,0.663440,0.500000,0.663440
scarce-10pct,0.1,ddu,5w1yjrmj,4,elastic,0.673121,0.500000,0.673121
scarce-10pct,0.1,ddu,5w1yjrmj,4,fog,0.637454,0.500000,0.637454
scarce-10pct,0.1,ddu,5w1yjrmj,4,frost,0.680956,0.500000,0.680956
scarce-10pct,0.1,ddu,5w1yjrmj,4,frosted_glass_blur,0.725873,0.500000,0.725873
scarce-10pct,0.1,ddu,5w1yjrmj,4,gaussian_noise,0.727748,0.500000,0.727748
scarce-10pct,0.1,ddu,5w1yjrmj,4,impulse_noise,0.767881,0.500000,0.767881
scarce-10pct,0.1,ddu,5w1yjrmj,4,jpeg,0.651454,0.500000,0.651454
scarce-10pct,0.1,ddu,5w1yjrmj,4,motion_blur,0.688791,0.500000,0.688791
scarce-10pct,0.1,ddu,5w1yjrmj,4,pixelate,0.682918,0.500000,0.682918
scarce-10pct,0.1,ddu,5w1yjrmj,4,shot_noise,0.703477,0.500000,0.703477
scarce-10pct,0.1,ddu,5w1yjrmj,4,snow,0.663748,0.500000,0.663748
scarce-10pct,0.1,ddu,5w1yjrmj,4,zoom_blur,0.695840,0.500000,0.695840
scarce-10pct,0.1,ddu,5w1yjrmj,5,brightness,0.590424,0.500000,0.590424
scarce-10pct,0.1,ddu,5w1yjrmj,5,contrast,0.820714,0.500000,0.820714
scarce-10pct,0.1,ddu,5w1yjrmj,5,defocus_blur,0.731856,0.500000,0.731856
scarce-10pct,0.1,ddu,5w1yjrmj,5,elastic,0.700156,0.500000,0.700156
scarce-10pct,0.1,ddu,5w1yjrmj,5,fog,0.729191,0.500000,0.729191
scarce-10pct,0.1,ddu,5w1yjrmj,5,frost,0.715007,0.500000,0.715007
scarce-10pct,0.1,ddu,5w1yjrmj,5,frosted_glass_blur,0.727590,0.500000,0.727590
scarce-10pct,0.1,ddu,5w1yjrmj,5,gaussian_noise,0.738864,0.500000,0.738864
scarce-10pct,0.1,ddu,5w1yjrmj,5,impulse_noise,0.791770,0.500000,0.791770
scarce-10pct,0.1,ddu,5w1yjrmj,5,jpeg,0.671635,0.500000,0.671635
scarce-10pct,0.1,ddu,5w1yjrmj,5,motion_blur,0.720224,0.500000,0.720224
scarce-10pct,0.1,ddu,5w1yjrmj,5,pixelate,0.716015,0.500000,0.716015
scarce-10pct,0.1,ddu,5w1yjrmj,5,shot_noise,0.730033,0.500000,0.730033
scarce-10pct,0.1,ddu,5w1yjrmj,5,snow,0.691819,0.500000,0.691819
scarce-10pct,0.1,ddu,5w1yjrmj,5,zoom_blur,0.726909,0.500000,0.726909
scarce-10pct,0.1,postnet,8ugac5sn,1,brightness,0.502224,0.502488,0.502213
scarce-10pct,0.1,postnet,8ugac5sn,1,contrast,0.507860,0.503394,0.507943
scarce-10pct,0.1,postnet,8ugac5sn,1,defocus_blur,0.503949,0.502274,0.503978
scarce-10pct,0.1,postnet,8ugac5sn,1,elastic,0.574147,0.555510,0.574438
scarce-10pct,0.1,postnet,8ugac5sn,1,fog,0.503514,0.501778,0.503560
scarce-10pct,0.1,postnet,8ugac5sn,1,frost,0.563685,0.559815,0.563767
scarce-10pct,0.1,postnet,8ugac5sn,1,frosted_glass_blur,0.693073,0.674173,0.693356
scarce-10pct,0.1,postnet,8ugac5sn,1,gaussian_noise,0.616043,0.611361,0.616160
scarce-10pct,0.1,postnet,8ugac5sn,1,impulse_noise,0.583510,0.576113,0.583602
scarce-10pct,0.1,postnet,8ugac5sn,1,jpeg,0.571629,0.555244,0.571870
scarce-10pct,0.1,postnet,8ugac5sn,1,motion_blur,0.570167,0.554042,0.570434
scarce-10pct,0.1,postnet,8ugac5sn,1,pixelate,0.538905,0.533266,0.538987
scarce-10pct,0.1,postnet,8ugac5sn,1,shot_noise,0.578492,0.574912,0.578585
scarce-10pct,0.1,postnet,8ugac5sn,1,snow,0.577575,0.568990,0.577688
scarce-10pct,0.1,postnet,8ugac5sn,1,zoom_blur,0.619599,0.599038,0.619922
scarce-10pct,0.1,postnet,8ugac5sn,2,brightness,0.508200,0.507333,0.508219
scarce-10pct,0.1,postnet,8ugac5sn,2,contrast,0.548973,0.526813,0.549322
scarce-10pct,0.1,postnet,8ugac5sn,2,defocus_blur,0.529686,0.521763,0.529834
scarce-10pct,0.1,postnet,8ugac5sn,2,elastic,0.575716,0.556839,0.576014
scarce-10pct,0.1,postnet,8ugac5sn,2,fog,0.517937,0.508445,0.518099
scarce-10pct,0.1,postnet,8ugac5sn,2,frost,0.613873,0.604315,0.614029
scarce-10pct,0.1,postnet,8ugac5sn,2,frosted_glass_blur,0.696487,0.676121,0.696761
scarce-10pct,0.1,postnet,8ugac5sn,2,gaussian_noise,0.674403,0.662716,0.674613
scarce-10pct,0.1,postnet,8ugac5sn,2,impulse_noise,0.646866,0.625055,0.647169
scarce-10pct,0.1,postnet,8ugac5sn,2,jpeg,0.612436,0.588541,0.612765
scarce-10pct,0.1,postnet,8ugac5sn,2,motion_blur,0.626811,0.597125,0.627257
scarce-10pct,0.1,postnet,8ugac5sn,2,pixelate,0.580934,0.565280,0.581134
scarce-10pct,0.1,postnet,8ugac5sn,2,shot_noise,0.622432,0.617215,0.622558
scarce-10pct,0.1,postnet,8ugac5sn,2,snow,0.651258,0.633995,0.651539
scarce-10pct,0.1,postnet,8ugac5sn,2,zoom_blur,0.646031,0.620865,0.646392
scarce-10pct,0.1,postnet,8ugac5sn,3,brightness,0.517824,0.514706,0.517872
scarce-10pct,0.1,postnet,8ugac5sn,3,contrast,0.589331,0.553441,0.589843
scarce-10pct,0.1,postnet,8ugac5sn,3,defocus_blur,0.591558,0.573393,0.591859
scarce-10pct,0.1,postnet,8ugac5sn,3,elastic,0.616651,0.593271,0.617000
scarce-10pct,0.1,postnet,8ugac5sn,3,fog,0.537739,0.520669,0.538010
scarce-10pct,0.1,postnet,8ugac5sn,3,frost,0.665160,0.650736,0.665409
scarce-10pct,0.1,postnet,8ugac5sn,3,frosted_glass_blur,0.705620,0.691983,0.705801
scarce-10pct,0.1,postnet,8ugac5sn,3,gaussian_noise,0.702578,0.682307,0.702893
scarce-10pct,0.1,postnet,8ugac5sn,3,impulse_noise,0.690978,0.657148,0.691410
scarce-10pct,0.1,postnet,8ugac5sn,3,jpeg,0.627383,0.602148,0.627744
scarce-10pct,0.1,postnet,8ugac5sn,3,motion_blur,0.669453,0.629209,0.670001
scarce-10pct,0.1,postnet,8ugac5sn,3,pixelate,0.603690,0.587691,0.603901
scarce-10pct,0.1,postnet,8ugac5sn,3,shot_noise,0.685067,0.673508,0.685317
scarce-10pct,0.1,postnet,8ugac5sn,3,snow,0.634624,0.616002,0.634884
scarce-10pct,0.1,postnet,8ugac5sn,3,zoom_blur,0.685535,0.653169,0.685961
scarce-10pct,0.1,postnet,8ugac5sn,4,brightness,0.530298,0.524517,0.530385
scarce-10pct,0.1,postnet,8ugac5sn,4,contrast,0.652097,0.596557,0.652793
scarce-10pct,0.1,postnet,8ugac5sn,4,defocus_blur,0.673937,0.640200,0.674406
scarce-10pct,0.1,postnet,8ugac5sn,4,elastic,0.663517,0.641557,0.663806
scarce-10pct,0.1,postnet,8ugac5sn,4,fog,0.571632,0.546978,0.572014
scarce-10pct,0.1,postnet,8ugac5sn,4,frost,0.671074,0.658174,0.671308
scarce-10pct,0.1,postnet,8ugac5sn,4,frosted_glass_blur,0.698791,0.669878,0.699178
scarce-10pct,0.1,postnet,8ugac5sn,4,gaussian_noise,0.704003,0.678997,0.704367
scarce-10pct,0.1,postnet,8ugac5sn,4,impulse_noise,0.742013,0.696913,0.742528
scarce-10pct,0.1,postnet,8ugac5sn,4,jpeg,0.638340,0.609938,0.638733
scarce-10pct,0.1,postnet,8ugac5sn,4,motion_blur,0.669453,0.629209,0.670001
scarce-10pct,0.1,postnet,8ugac5sn,4,pixelate,0.653172,0.633927,0.653397
scarce-10pct,0.1,postnet,8ugac5sn,4,shot_noise,0.700561,0.683845,0.700841
scarce-10pct,0.1,postnet,8ugac5sn,4,snow,0.646360,0.627850,0.646627
scarce-10pct,0.1,postnet,8ugac5sn,4,zoom_blur,0.708276,0.669664,0.708754
scarce-10pct,0.1,postnet,8ugac5sn,5,brightness,0.562471,0.549096,0.562684
scarce-10pct,0.1,postnet,8ugac5sn,5,contrast,0.783569,0.699649,0.784349
scarce-10pct,0.1,postnet,8ugac5sn,5,defocus_blur,0.737549,0.688058,0.738133
scarce-10pct,0.1,postnet,8ugac5sn,5,elastic,0.675753,0.655435,0.676029
scarce-10pct,0.1,postnet,8ugac5sn,5,fog,0.671396,0.637735,0.671845
scarce-10pct,0.1,postnet,8ugac5sn,5,frost,0.704611,0.688643,0.704875
scarce-10pct,0.1,postnet,8ugac5sn,5,frosted_glass_blur,0.713401,0.694464,0.713667
scarce-10pct,0.1,postnet,8ugac5sn,5,gaussian_noise,0.699807,0.669983,0.700232
scarce-10pct,0.1,postnet,8ugac5sn,5,impulse_noise,0.736592,0.686964,0.737161
scarce-10pct,0.1,postnet,8ugac5sn,5,jpeg,0.655425,0.623942,0.655840
scarce-10pct,0.1,postnet,8ugac5sn,5,motion_blur,0.698395,0.650634,0.698998
scarce-10pct,0.1,postnet,8ugac5sn,5,pixelate,0.687402,0.662466,0.687671
scarce-10pct,0.1,postnet,8ugac5sn,5,shot_noise,0.713147,0.688956,0.713518
scarce-10pct,0.1,postnet,8ugac5sn,5,snow,0.677212,0.655291,0.677533
scarce-10pct,0.1,postnet,8ugac5sn,5,zoom_blur,0.737267,0.691225,0.737804
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,brightness,0.496797,0.500000,0.496797
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,contrast,0.533272,0.500000,0.533272
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,defocus_blur,0.516371,0.500000,0.516371
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,elastic,0.580591,0.500000,0.580591
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,fog,0.521660,0.500000,0.521660
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,frost,0.521811,0.500000,0.521811
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,frosted_glass_blur,0.547443,0.500000,0.547443
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,gaussian_noise,0.530550,0.500000,0.530550
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,impulse_noise,0.521405,0.500000,0.521405
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,jpeg,0.519186,0.500000,0.519186
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,motion_blur,0.579831,0.500000,0.579831
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,pixelate,0.514248,0.500000,0.514248
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,shot_noise,0.517248,0.500000,0.517248
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,snow,0.517608,0.500000,0.517608
scarce-10pct,0.1,loss-prediction,9fb4ansn,1,zoom_blur,0.616999,0.500000,0.616999
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,brightness,0.497920,0.500000,0.497920
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,contrast,0.636508,0.500000,0.636508
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,defocus_blur,0.558374,0.500000,0.558374
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,elastic,0.585618,0.500000,0.585618
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,fog,0.578862,0.500000,0.578862
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,frost,0.548182,0.500000,0.548182
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,frosted_glass_blur,0.552168,0.500000,0.552168
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,gaussian_noise,0.552381,0.500000,0.552381
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,impulse_noise,0.542741,0.500000,0.542741
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,jpeg,0.541350,0.500000,0.541350
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,motion_blur,0.617440,0.500000,0.617440
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,pixelate,0.531542,0.500000,0.531542
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,shot_noise,0.533676,0.500000,0.533676
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,snow,0.551707,0.500000,0.551707
scarce-10pct,0.1,loss-prediction,9fb4ansn,2,zoom_blur,0.631453,0.500000,0.631453
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,brightness,0.503260,0.500000,0.503260
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,contrast,0.694725,0.500000,0.694725
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,defocus_blur,0.612929,0.500000,0.612929
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,elastic,0.615633,0.500000,0.615633
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,fog,0.633267,0.500000,0.633267
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,frost,0.577315,0.500000,0.577315
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,frosted_glass_blur,0.575489,0.500000,0.575489
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,gaussian_noise,0.552046,0.500000,0.552046
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,impulse_noise,0.556904,0.500000,0.556904
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,jpeg,0.550003,0.500000,0.550003
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,motion_blur,0.635321,0.500000,0.635321
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,pixelate,0.532980,0.500000,0.532980
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,shot_noise,0.553433,0.500000,0.553433
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,snow,0.554660,0.500000,0.554660
scarce-10pct,0.1,loss-prediction,9fb4ansn,3,zoom_blur,0.649905,0.500000,0.649905
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,brightness,0.512957,0.500000,0.512957
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,contrast,0.750666,0.500000,0.750666
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,defocus_blur,0.656006,0.500000,0.656006
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,elastic,0.633201,0.500000,0.633201
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,fog,0.683369,0.500000,0.683369
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,frost,0.580353,0.500000,0.580353
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,frosted_glass_blur,0.529855,0.500000,0.529855
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,gaussian_noise,0.543976,0.500000,0.543976
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,impulse_noise,0.550001,0.500000,0.550001
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,jpeg,0.557572,0.500000,0.557572
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,motion_blur,0.635321,0.500000,0.635321
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,pixelate,0.549506,0.500000,0.549506
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,shot_noise,0.552244,0.500000,0.552244
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,snow,0.579361,0.500000,0.579361
scarce-10pct,0.1,loss-prediction,9fb4ansn,4,zoom_blur,0.658029,0.500000,0.658029
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,brightness,0.542441,0.500000,0.542441
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,contrast,0.763762,0.500000,0.763762
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,defocus_blur,0.699643,0.500000,0.699643
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,elastic,0.628228,0.500000,0.628228
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,fog,0.751945,0.500000,0.751945
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,frost,0.597740,0.500000,0.597740
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,frosted_glass_blur,0.557231,0.500000,0.557231
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,gaussian_noise,0.532960,0.500000,0.532960
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,impulse_noise,0.525786,0.500000,0.525786
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,jpeg,0.569486,0.500000,0.569486
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,motion_blur,0.647682,0.500000,0.647682
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,pixelate,0.573954,0.500000,0.573954
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,shot_noise,0.543581,0.500000,0.543581
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,snow,0.590877,0.500000,0.590877
scarce-10pct,0.1,loss-prediction,9fb4ansn,5,zoom_blur,0.669025,0.500000,0.669025
scarce-10pct,0.1,het-xl,e6rpfaue,1,brightness,0.501712,0.502524,0.501655
scarce-10pct,0.1,het-xl,e6rpfaue,1,contrast,0.530355,0.527633,0.530396
scarce-10pct,0.1,het-xl,e6rpfaue,1,defocus_blur,0.511820,0.511599,0.511781
scarce-10pct,0.1,het-xl,e6rpfaue,1,elastic,0.594327,0.592025,0.594210
scarce-10pct,0.1,het-xl,e6rpfaue,1,fog,0.515567,0.512836,0.515653
scarce-10pct,0.1,het-xl,e6rpfaue,1,frost,0.543031,0.541476,0.542979
scarce-10pct,0.1,het-xl,e6rpfaue,1,frosted_glass_blur,0.669621,0.675608,0.669197
scarce-10pct,0.1,het-xl,e6rpfaue,1,gaussian_noise,0.576189,0.573934,0.576172
scarce-10pct,0.1,het-xl,e6rpfaue,1,impulse_noise,0.558885,0.553797,0.559018
scarce-10pct,0.1,het-xl,e6rpfaue,1,jpeg,0.551082,0.549196,0.551079
scarce-10pct,0.1,het-xl,e6rpfaue,1,motion_blur,0.590367,0.593802,0.590091
scarce-10pct,0.1,het-xl,e6rpfaue,1,pixelate,0.529652,0.525075,0.529787
scarce-10pct,0.1,het-xl,e6rpfaue,1,shot_noise,0.547234,0.545338,0.547249
scarce-10pct,0.1,het-xl,e6rpfaue,1,snow,0.557496,0.554230,0.557525
scarce-10pct,0.1,het-xl,e6rpfaue,1,zoom_blur,0.617137,0.621013,0.616673
scarce-10pct,0.1,het-xl,e6rpfaue,2,brightness,0.509695,0.511063,0.509549
scarce-10pct,0.1,het-xl,e6rpfaue,2,contrast,0.626249,0.618690,0.626485
scarce-10pct,0.1,het-xl,e6rpfaue,2,defocus_blur,0.551678,0.551966,0.551488
scarce-10pct,0.1,het-xl,e6rpfaue,2,elastic,0.595546,0.594075,0.595361
scarce-10pct,0.1,het-xl,e6rpfaue,2,fog,0.563321,0.555241,0.563589
scarce-10pct,0.1,het-xl,e6rpfaue,2,frost,0.591132,0.589868,0.591038
scarce-10pct,0.1,het-xl,e6rpfaue,2,frosted_glass_blur,0.671409,0.675860,0.671053
scarce-10pct,0.1,het-xl,e6rpfaue,2,gaussian_noise,0.637653,0.638129,0.637507
scarce-10pct,0.1,het-xl,e6rpfaue,2,impulse_noise,0.615636,0.610252,0.615816
scarce-10pct,0.1,het-xl,e6rpfaue,2,jpeg,0.587156,0.584442,0.587167
scarce-10pct,0.1,het-xl,e6rpfaue,2,motion_blur,0.652259,0.658995,0.651677
scarce-10pct,0.1,het-xl,e6rpfaue,2,pixelate,0.566055,0.558233,0.566257
scarce-10pct,0.1,het-xl,e6rpfaue,2,shot_noise,0.585737,0.583945,0.585763
scarce-10pct,0.1,het-xl,e6rpfaue,2,snow,0.630444,0.636326,0.629977
scarce-10pct,0.1,het-xl,e6rpfaue,2,zoom_blur,0.636148,0.640474,0.635631
scarce-10pct,0.1,het-xl,e6rpfaue,3,brightness,0.524021,0.525690,0.523820
scarce-10pct,0.1,het-xl,e6rpfaue,3,contrast,0.686832,0.677858,0.687225
scarce-10pct,0.1,het-xl,e6rpfaue,3,defocus_blur,0.608367,0.612510,0.607923
scarce-10pct,0.1,het-xl,e6rpfaue,3,elastic,0.628602,0.629302,0.628317
scarce-10pct,0.1,het-xl,e6rpfaue,3,fog,0.610940,0.599820,0.611312
scarce-10pct,0.1,het-xl,e6rpfaue,3,frost,0.642936,0.641374,0.642843
scarce-10pct,0.1,het-xl,e6rpfaue,3,frosted_glass_blur,0.671305,0.672953,0.671043
scarce-10pct,0.1,het-xl,e6rpfaue,3,gaussian_noise,0.676775,0.678834,0.676468
scarce-10pct,0.1,het-xl,e6rpfaue,3,impulse_noise,0.666865,0.661598,0.666961
scarce-10pct,0.1,het-xl,e6rpfaue,3,jpeg,0.600339,0.595798,0.600400
scarce-10pct,0.1,het-xl,e6rpfaue,3,motion_blur,0.692585,0.701685,0.691832
scarce-10pct,0.1,het-xl,e6rpfaue,3,pixelate,0.577882,0.568941,0.578148
scarce-10pct,0.1,het-xl,e6rpfaue,3,shot_noise,0.654973,0.655000,0.654844
scarce-10pct,0.1,het-xl,e6rpfaue,3,snow,0.624979,0.629897,0.624460
scarce-10pct,0.1,het-xl,e6rpfaue,3,zoom_blur,0.664992,0.670738,0.664407
scarce-10pct,0.1,het-xl,e6rpfaue,4,brightness,0.543294,0.544086,0.543023
scarce-10pct,0.1,het-xl,e6rpfaue,4,contrast,0.752111,0.741544,0.752643
scarce-10pct,0.1,het-xl,e6rpfaue,4,defocus_blur,0.664530,0.672421,0.663768
scarce-10pct,0.1,het-xl,e6rpfaue,4,elastic,0.662630,0.663669,0.662359
scarce-10pct,0.1,het-xl,e6rpfaue,4,fog,0.662729,0.650258,0.663321
scarce-10pct,0.1,het-xl,e6rpfaue,4,frost,0.645899,0.644267,0.645854
scarce-10pct,0.1,het-xl,e6rpfaue,4,frosted_glass_blur,0.674033,0.683102,0.673368
scarce-10pct,0.1,het-xl,e6rpfaue,4,gaussian_noise,0.688074,0.692730,0.687675
scarce-10pct,0.1,het-xl,e6rpfaue,4,impulse_noise,0.719851,0.721373,0.719567
scarce-10pct,0.1,het-xl,e6rpfaue,4,jpeg,0.613342,0.608131,0.613406
scarce-10pct,0.1,het-xl,e6rpfaue,4,motion_blur,0.692597,0.701843,0.691843
scarce-10pct,0.1,het-xl,e6rpfaue,4,pixelate,0.625869,0.613009,0.626283
scarce-10pct,0.1,het-xl,e6rpfaue,4,shot_noise,0.675710,0.677221,0.675527
scarce-10pct,0.1,het-xl,e6rpfaue,4,snow,0.642920,0.647564,0.642338
scarce-10pct,0.1,het-xl,e6rpfaue,4,zoom_blur,0.684208,0.689305,0.683630
scarce-10pct,0.1,het-xl,e6rpfaue,5,brightness,0.592174,0.593278,0.591858
scarce-10pct,0.1,het-xl,e6rpfaue,5,contrast,0.828825,0.821160,0.829482
scarce-10pct,0.1,het-xl,e6rpfaue,5,defocus_blur,0.724780,0.740161,0.723607
scarce-10pct,0.1,het-xl,e6rpfaue,5,elastic,0.677238,0.676786,0.677108
scarce-10pct,0.1,het-xl,e6rpfaue,5,fog,0.744977,0.732169,0.745573
scarce-10pct,0.1,het-xl,e6rpfaue,5,frost,0.674508,0.672325,0.674498
scarce-10pct,0.1,het-xl,e6rpfaue,5,frosted_glass_blur,0.692872,0.696997,0.692459
scarce-10pct,0.1,het-xl,e6rpfaue,5,gaussian_noise,0.694620,0.701408,0.694069
scarce-10pct,0.1,het-xl,e6rpfaue,5,impulse_noise,0.716197,0.726644,0.715463
scarce-10pct,0.1,het-xl,e6rpfaue,5,jpeg,0.629077,0.623563,0.629112
scarce-10pct,0.1,het-xl,e6rpfaue,5,motion_blur,0.717252,0.727673,0.716471
scarce-10pct,0.1,het-xl,e6rpfaue,5,pixelate,0.664795,0.648281,0.665307
scarce-10pct,0.1,het-xl,e6rpfaue,5,shot_noise,0.694650,0.699732,0.694237
scarce-10pct,0.1,het-xl,e6rpfaue,5,snow,0.669508,0.675130,0.668775
scarce-10pct,0.1,het-xl,e6rpfaue,5,zoom_blur,0.707831,0.713704,0.707244
scarce-10pct,0.1,sngp,jkzjb5vz,1,brightness,0.506023,0.507468,0.505886
scarce-10pct,0.1,sngp,jkzjb5vz,1,contrast,0.522565,0.515751,0.523138
scarce-10pct,0.1,sngp,jkzjb5vz,1,defocus_blur,0.509184,0.509325,0.509173
scarce-10pct,0.1,sngp,jkzjb5vz,1,elastic,0.567505,0.566112,0.567531
scarce-10pct,0.1,sngp,jkzjb5vz,1,fog,0.506522,0.498695,0.507158
scarce-10pct,0.1,sngp,jkzjb5vz,1,frost,0.540980,0.540887,0.541010
scarce-10pct,0.1,sngp,jkzjb5vz,1,frosted_glass_blur,0.636797,0.651193,0.635334
scarce-10pct,0.1,sngp,jkzjb5vz,1,gaussian_noise,0.546067,0.548530,0.545877
scarce-10pct,0.1,sngp,jkzjb5vz,1,impulse_noise,0.544945,0.539639,0.545340
scarce-10pct,0.1,sngp,jkzjb5vz,1,jpeg,0.527378,0.526481,0.527470
scarce-10pct,0.1,sngp,jkzjb5vz,1,motion_blur,0.556815,0.558836,0.556591
scarce-10pct,0.1,sngp,jkzjb5vz,1,pixelate,0.512311,0.508521,0.512600
scarce-10pct,0.1,sngp,jkzjb5vz,1,shot_noise,0.526959,0.527208,0.526963
scarce-10pct,0.1,sngp,jkzjb5vz,1,snow,0.537112,0.535019,0.537322
scarce-10pct,0.1,sngp,jkzjb5vz,1,zoom_blur,0.585368,0.588641,0.585049
scarce-10pct,0.1,sngp,jkzjb5vz,2,brightness,0.520631,0.524103,0.520266
scarce-10pct,0.1,sngp,jkzjb5vz,2,contrast,0.621400,0.613253,0.622081
scarce-10pct,0.1,sngp,jkzjb5vz,2,defocus_blur,0.540528,0.542889,0.540263
scarce-10pct,0.1,sngp,jkzjb5vz,2,elastic,0.569224,0.568675,0.569140
scarce-10pct,0.1,sngp,jkzjb5vz,2,fog,0.553319,0.539381,0.554421
scarce-10pct,0.1,sngp,jkzjb5vz,2,frost,0.587175,0.589976,0.587009
scarce-10pct,0.1,sngp,jkzjb5vz,2,frosted_glass_blur,0.635327,0.647990,0.634020
scarce-10pct,0.1,sngp,jkzjb5vz,2,gaussian_noise,0.592788,0.600445,0.592079
scarce-10pct,0.1,sngp,jkzjb5vz,2,impulse_noise,0.594049,0.590891,0.594260
scarce-10pct,0.1,sngp,jkzjb5vz,2,jpeg,0.551490,0.548074,0.551782
scarce-10pct,0.1,sngp,jkzjb5vz,2,motion_blur,0.599244,0.604016,0.598763
scarce-10pct,0.1,sngp,jkzjb5vz,2,pixelate,0.526999,0.520587,0.527461
scarce-10pct,0.1,sngp,jkzjb5vz,2,shot_noise,0.555065,0.556909,0.554952
scarce-10pct,0.1,sngp,jkzjb5vz,2,snow,0.592183,0.599593,0.591705
scarce-10pct,0.1,sngp,jkzjb5vz,2,zoom_blur,0.602118,0.609076,0.601423
scarce-10pct,0.1,sngp,jkzjb5vz,3,brightness,0.542031,0.548079,0.541378
